# Mediçao de tempo de algoritmos de busca (WORST CASE): 
#Tamanho       LSearch        BSearch        BSearch_Rec    LBound         UBound         TSearch        ISearch        ESearch        
3540000        649860.27      134.87         139.41         113.50         129.14         119.57         115.10         119.93         
3550000        700855.14      119.64         138.21         114.41         125.93         122.30         113.98         114.40         
3560000        663470.76      113.01         136.69         114.34         121.11         119.16         120.41         120.13         
3570000        650969.84      118.18         152.75         112.59         122.57         129.42         111.12         122.23         
3580000        689811.89      115.24         120.27         111.96         115.73         117.97         110.49         115.04         
3590000        690124.98      117.13         118.80         112.45         118.38         120.48         111.53         116.57         
3600000        693078.62      116.71         131.79         122.72         130.75         117.90         117.69         118.31         
3610000        695464.97      115.24         125.30         112.87         121.46         128.79         125.44         123.06         
3620000        696148.02      115.45         136.82         113.15         121.18         119.50         125.58         126.91         
3630000        700016.22      114.75         135.36         115.45         119.43         117.20         118.04         131.87         
3640000        589091.27      111.47         138.99         132.43         126.35         122.86         111.40         126.70         
3650000        561072.20      114.75         144.23         121.74         124.53         131.87         111.68         131.44         
3660000        485208.41      116.15         129.63         121.11         119.09         123.90         110.21         113.29         
3670000        498621.03      124.11         130.96         120.13         120.76         123.69         109.03         112.03         
3680000        289099.30      124.67         120.41         127.67         122.09         121.60         109.09         108.68         
3690000        636113.84      123.06         125.30         121.81         122.78         116.29         110.07         113.22         
3700000        711106.21      121.11         128.16         117.41         126.35         130.26         106.79         108.96         
3710000        661043.59      124.32         137.52         116.85         126.28         119.51         115.31         111.89         
3720000        510016.45      124.32         135.22         131.87         137.81         122.15         109.23         111.26         
3730000        294710.56      124.81         143.46         123.69         138.15         119.57         110.28         108.54         
3740000        690387.99      124.95         136.97         123.13         133.68         116.22         119.92         116.64         
3750000        720779.46      125.93         133.89         123.34         125.58         118.25         118.52         124.81         
3760000        726541.25      120.34         130.68         124.46         139.76         120.62         110.28         119.78         
3770000        726586.57      121.53         142.07         117.20         122.44         118.67         111.34         117.27         
3780000        728041.22      118.52         130.12         123.27         117.13         129.07         122.23         118.11         
3790000        729868.86      119.57         127.19         117.13         118.53         123.49         117.55         121.60         
3800000        730653.16      120.62         132.35         124.67         138.29         123.07         122.02         112.31         
3810000        728091.60      122.37         132.35         128.86         122.02         120.27         117.83         117.06         
3820000        734594.31      117.34         135.15         120.48         119.78         131.87         132.63         124.39         
3830000        674972.34      130.19         131.59         118.10         118.04         118.88         123.21         127.67         
3840000        738040.77      117.69         129.56         121.53         128.30         123.14         115.03         127.26         
3850000        742114.10      125.86         139.83         132.92         118.80         120.20         115.73         127.47         
3860000        742236.74      122.09         133.89         124.67         121.67         123.76         127.95         128.37         
3870000        744636.18      124.33         129.49         120.13         120.00         124.88         121.18         135.71         
3880000        747024.38      124.11         127.19         119.43         117.20         126.07         121.53         123.56         
3890000        747883.84      123.34         133.75         133.82         116.15         129.56         114.68         120.76         
3900000        749713.29      123.00         133.47         124.74         125.65         129.56         119.29         114.05         
3910000        752026.65      123.34         129.35         119.57         124.04         142.69         122.72         130.68         
3920000        717651.00      122.09         131.59         118.11         118.25         130.19         121.18         119.85         
3930000        574930.61      118.95         140.10         118.25         113.85         114.34         115.66         124.32         
3940000        376700.38      123.00         128.31         123.13         113.84         133.68         119.30         116.29         
3950000        574189.48      119.71         124.26         124.60         116.29         119.92         129.84         120.69         
3960000        746605.51      125.51         129.57         124.39         115.52         121.39         121.88         123.63         
3970000        766075.97      116.50         142.27         122.86         121.88         131.31         123.76         114.89         
3980000        770486.87      123.84         136.47         121.88         124.60         138.29         118.80         116.50         
3990000        780054.01      120.83         127.96         124.67         121.74         120.76         121.74         126.49         
4000000        783048.33      123.41         142.69         123.42         131.09         120.90         114.20         122.51         
4010000        772936.26      120.34         131.73         122.65         115.94         126.98         117.62         119.64         
4020000        769799.51      121.67         131.59         122.78         117.76         114.27         117.20         118.46         
4030000        770474.32      118.67         127.05         117.55         117.76         112.59         128.10         125.02         
4040000        780380.94      124.26         138.22         124.18         129.49         115.73         131.24         118.10         
4050000        735570.40      124.25         124.54         124.88         126.07         122.65         118.04         122.93         
4060000        776788.06      123.34         128.16         124.95         114.82         119.02         120.35         121.67         
4070000        603454.78      124.46         135.70         120.13         124.68         113.99         131.10         117.13         
4080000        759469.09      127.40         133.26         124.54         126.49         113.43         121.04         115.87         
4090000        796748.37      119.36         133.06         122.65         119.08         114.55         118.18         118.39         
4100000        739913.71      117.48         129.14         129.28         116.64         121.95         124.11         120.55         
4110000        687098.48      125.86         126.56         119.92         119.85         124.25         126.98         113.99         
4120000        809252.37      122.23         136.82         143.81         123.70         112.59         117.55         125.79         
4130000        810998.72      117.62         131.87         151.63         124.46         113.77         123.00         122.65         
4140000        514359.09      118.25         130.82         136.06         122.37         127.40         124.60         124.26         
4150000        701892.24      119.92         132.22         129.14         124.25         122.79         115.17         124.53         
4160000        790495.94      122.85         134.10         126.84         125.02         118.04         120.20         127.82         
4170000        797829.35      135.71         126.84         125.30         136.96         120.27         116.08         120.76         
4180000        811023.70      144.30         133.05         124.67         131.52         119.36         123.28         125.93         
4190000        642392.57      132.77         131.17         126.00         115.60         125.16         124.33         133.40         
4200000        823860.02      135.63         148.98         113.92         124.88         122.92         118.95         131.73         
4210000        777839.53      130.54         137.94         116.22         132.08         122.22         117.96         116.08         
4220000        491506.84      132.21         140.81         112.17         123.35         124.53         118.25         121.46         
4230000        336447.67      134.17         132.00         113.22         124.04         144.44         126.63         119.23         
4240000        690702.96      133.26         126.49         113.78         122.64         123.07         118.59         122.58         
4250000        816631.75      128.52         117.20         122.79         125.51         126.14         115.03         118.11         
4260000        651334.86      119.78         117.83         110.64         121.04         137.87         124.04         114.54         
4270000        344077.91      124.46         117.48         113.57         122.44         138.29         117.06         115.31         
4280000        588086.51      125.30         125.79         110.14         122.93         131.59         117.13         123.90         
4290000        346026.52      115.18         128.38         110.14         129.49         129.56         122.02         118.60         
4300000        350537.14      127.61         131.17         121.80         119.15         123.06         130.40         114.68         
4310000        339528.07      133.26         136.69         113.22         120.97         133.89         158.62         123.35         
4320000        578687.54      119.92         134.03         111.19         125.44         122.30         137.46         122.44         
4330000        779918.66      121.95         136.68         111.89         132.22         127.33         139.13         124.11         
4340000        831622.40      117.69         130.75         119.65         120.13         117.47         128.93         121.39         
4350000        765290.65      129.36         127.75         121.88         115.59         126.21         135.36         117.05         
4360000        640943.36      122.99         133.89         118.38         119.44         123.63         119.01         130.75         
4370000        835799.37      118.59         131.66         125.93         136.69         121.88         123.34         120.41         
4380000        664171.72      125.72         133.89         127.12         128.72         123.27         132.64         122.29         
4390000        840929.77      128.38         134.80         124.81         128.44         121.18         132.98         113.15         
4400000        843232.21      119.72         141.86         123.20         125.93         121.18         112.38         125.09         
4410000        845075.41      113.50         128.16         116.22         140.04         119.64         114.82         119.43         
4420000        791824.64      111.33         132.21         133.68         124.12         118.74         110.28         127.53         
4430000        535806.19      118.04         131.59         118.74         124.67         127.33         119.08         123.28         
4440000        826489.49      124.54         128.72         122.92         124.39         116.92         109.03         126.07         
4450000        855248.85      115.24         133.13         119.36         142.83         123.83         110.63         121.25         
4460000        781721.51      119.09         129.43         126.49         122.86         123.63         110.70         119.15         
4470000        705153.81      112.72         131.45         119.15         118.32         120.20         129.84         118.24         
4480000        577083.40      115.45         141.93         119.01         119.01         123.42         119.22         129.00         
4490000        863340.98      116.57         129.63         121.81         132.78         119.99         117.41         125.16         
4500000        840547.01      116.22         129.63         122.86         124.18         119.22         122.65         117.90         
4510000        867972.47      116.22         131.03         132.71         122.58         132.64         130.96         122.16         
4520000        868179.36      133.61         130.05         116.43         116.71         120.55         121.18         118.80         
4530000        871358.27      125.79         126.98         120.06         126.56         118.80         116.01         123.49         
4540000        713495.98      125.72         128.93         116.22         118.81         124.26         116.85         118.04         
4550000        883593.16      125.09         136.48         115.10         119.08         132.28         130.89         115.10         
4560000        885790.92      130.88         127.89         116.99         114.26         129.35         122.78         119.02         
4570000        888930.14      124.60         132.84         125.72         113.98         134.66         122.51         123.76         
4580000        892295.96      121.04         128.16         120.69         111.33         127.68         122.71         123.69         
4590000        893334.76      120.00         141.15         122.79         112.52         139.62         120.48         116.71         
4600000        888772.23      118.94         124.60         124.25         113.36         122.65         136.41         124.53         
4610000        891977.39      121.53         127.26         119.71         112.17         123.83         118.88         131.30         
4620000        888727.33      120.27         135.29         118.67         114.68         124.67         116.57         121.88         
4630000        860356.21      122.16         128.80         124.18         122.86         131.93         117.69         122.44         
4640000        681790.55      123.97         127.40         114.96         125.44         123.55         120.76         118.24         
4650000        860803.18      126.97         128.73         123.13         122.37         119.92         127.05         127.89         
4660000        731937.17      131.52         131.52         123.28         125.79         116.71         122.23         117.55         
4670000        788710.97      122.72         138.99         122.37         121.74         120.20         121.46         123.63         
4680000        873692.29      128.45         131.59         122.23         121.11         119.43         123.06         117.48         
4690000        658970.19      132.42         128.51         117.41         123.48         117.90         112.66         133.26         
4700000        911671.86      132.28         127.12         129.35         125.09         116.57         126.84         114.27         
4710000        916200.40      136.41         131.02         130.82         117.13         129.21         129.98         123.49         
4720000        917504.80      123.35         130.89         117.90         118.66         118.60         130.19         117.97         
4730000        917472.71      121.18         131.24         116.78         118.74         116.71         125.57         132.91         
4740000        920242.29      119.93         131.58         119.92         117.90         125.16         118.88         120.41         
4750000        922185.12      116.64         129.42         130.26         118.60         118.95         133.19         115.73         
4760000        814539.17      126.07         129.21         119.15         118.53         125.51         133.40         121.39         
4770000        893069.29      124.04         135.22         117.69         125.93         119.57         131.03         125.58         
4780000        925260.93      116.99         123.91         120.13         139.27         118.46         139.27         122.16         
4790000        660835.94      122.16         140.25         117.69         127.12         145.90         129.77         123.69         
4800000        875290.92      122.02         129.84         124.04         121.53         143.46         120.20         117.48         
4810000        925344.78      119.01         128.44         123.55         121.32         123.83         109.37         123.55         
4820000        806921.44      134.03         135.15         119.16         124.53         124.96         108.96         115.52         
4830000        807545.66      124.04         143.81         134.94         121.81         118.74         122.09         118.18         
4840000        874763.59      133.47         136.69         125.86         122.58         137.18         117.20         115.73         
4850000        944032.15      123.91         143.19         128.79         126.14         129.28         109.80         126.84         
4860000        946934.82      120.34         251.72         124.39         125.44         121.95         110.63         116.85         
4870000        952439.76      121.39         136.97         135.42         116.98         125.44         110.92         119.01         
4880000        930604.71      127.05         137.39         127.33         124.04         133.96         121.46         119.85         
4890000        945166.14      126.56         134.03         128.37         121.73         120.97         111.47         119.64         
4900000        933436.41      142.20         153.87         126.21         130.82         122.65         109.93         119.36         
4910000        836776.64      127.12         136.61         116.01         120.83         123.34         110.91         113.78         
4920000        935724.98      117.48         138.22         111.68         124.88         133.05         118.25         118.95         
4930000        844874.98      114.55         130.96         111.19         122.09         118.04         112.10         113.84         
4940000        835585.46      115.10         132.78         114.47         130.75         125.30         118.04         127.46         
4950000        958109.34      117.62         127.54         111.82         124.18         121.32         118.94         124.53         
4960000        959388.61      118.25         137.87         117.48         120.62         130.61         132.42         117.41         
4970000        961414.84      114.76         130.82         113.50         118.46         121.95         118.39         137.80         
4980000        746048.06      118.53         125.30         114.55         125.51         122.78         119.64         143.12         
4990000        900884.61      117.06         136.13         118.95         122.30         121.18         121.32         116.01         
5000000        729581.87      122.71         131.80         135.64         120.97         133.68         128.65         127.26         
5010000        889406.94      120.41         136.34         121.25         119.29         122.16         120.90         125.30         
5020000        966429.77      117.83         140.73         118.88         120.07         120.20         119.36         124.46         
5030000        967145.22      123.63         136.48         119.29         122.79         117.13         116.01         126.42         
5040000        970182.87      119.92         137.11         119.02         122.23         129.56         116.29         122.51         
5050000        969506.49      122.79         129.42         124.53         127.47         124.60         125.93         126.56         
5060000        901252.90      123.21         133.41         115.03         136.48         127.54         118.73         119.15         
5070000        882580.18      126.91         134.31         125.86         126.21         120.48         122.16         114.05         
5080000        772960.73      119.50         130.96         186.63         126.07         121.47         114.40         110.71         
5090000        854741.08      122.86         133.75         126.56         134.94         118.53         129.77         110.01         
5100000        990067.16      115.60         141.50         126.21         131.45         121.18         118.11         109.65         
5110000        977709.09      118.25         135.98         129.21         119.30         124.53         117.34         110.84         
5120000        982910.26      117.41         134.38         136.69         122.65         134.18         128.02         113.36         
5130000        888157.93      129.49         129.41         123.70         122.23         118.18         127.19         117.83         
5140000        414514.78      122.02         144.37         119.64         116.22         123.34         120.48         141.44         
5150000        924821.13      124.46         127.11         124.53         122.78         126.00         119.57         210.16         
5160000        994852.97      124.46         131.52         126.21         115.73         145.69         116.64         112.31         
5170000        958773.57      129.70         131.37         122.29         121.60         124.05         124.60         120.20         
5180000        971428.97      119.50         129.00         118.87         114.69         124.11         119.78         116.64         
5190000        1001615.55     114.96         133.68         120.97         114.54         116.22         120.90         114.20         
5200000        752840.72      117.48         131.17         129.84         114.54         118.88         118.87         112.17         
5210000        819688.59      122.16         140.59         121.11         113.70         123.55         129.63         113.01         
5220000        887778.05      122.93         129.08         120.20         114.33         124.75         115.66         122.37         
5230000        474549.39      119.37         133.47         124.25         125.65         127.40         114.19         117.76         
5240000        810130.76      118.81         130.26         121.60         115.80         135.22         118.67         116.36         
5250000        427185.67      124.67         130.82         122.72         115.66         128.17         125.79         123.84         
5260000        965824.74      119.36         130.40         123.69         123.98         124.05         126.21         132.36         
5270000        1011421.89     122.23         127.61         119.65         128.87         125.37         117.55         124.11         
5280000        1006261.60     124.74         132.99         128.87         127.40         144.79         125.86         118.59         
5290000        1015377.56     131.17         135.01         117.47         134.24         123.20         127.89         119.36         
5300000        788990.86      119.15         130.40         118.03         121.18         113.15         117.34         129.63         
5310000        522251.16      119.02         125.37         121.18         127.40         121.53         119.99         117.34         
5320000        413818.69      121.04         132.64         128.93         115.45         128.44         124.39         115.80         
5330000        778933.27      129.84         143.04         121.81         125.79         117.06         118.67         119.36         
5340000        789565.42      115.66         132.35         122.37         124.25         117.62         122.51         119.92         
5350000        924031.53      121.25         133.54         124.19         127.61         119.85         119.01         122.93         
5360000        875865.20      122.44         133.61         131.87         123.97         117.13         117.55         118.53         
5370000        1043222.59     132.43         141.44         123.91         125.65         122.23         125.23         119.86         
5380000        1028875.05     126.63         128.09         124.53         122.86         116.01         121.04         136.33         
5390000        1036840.95     118.25         133.26         119.78         133.82         116.08         117.90         121.67         
5400000        1038828.40     126.06         129.49         128.86         123.69         116.29         116.64         117.27         
5410000        1040507.14     120.76         142.48         117.76         116.92         126.97         127.46         121.53         
5420000        1041454.76     123.20         130.19         115.87         121.11         116.08         118.81         115.66         
5430000        1038516.89     116.98         131.10         117.06         130.12         112.45         121.25         113.50         
5440000        1042300.80     116.08         133.12         120.97         118.11         111.82         131.38         113.99         
5450000        1046599.02     119.65         136.61         119.08         122.02         119.37         133.26         119.08         
5460000        952456.27      131.45         135.92         123.69         116.43         116.78         130.33         130.54         
5470000        1063867.60     119.58         142.91         129.91         132.43         114.20         125.16         114.82         
5480000        1048260.24     121.39         140.18         143.32         118.94         112.80         128.02         118.17         
5490000        1050305.01     123.20         127.95         136.05         121.88         137.04         123.55         120.20         
5500000        1047177.56     127.53         128.59         130.05         121.53         131.10         123.20         120.20         
5510000        1030048.56     118.87         131.80         135.63         118.74         118.87         122.23         115.45         
5520000        1077372.46     120.62         142.27         125.58         119.57         127.75         126.28         116.99         
5530000        927805.40      117.41         133.27         134.38         117.27         134.52         126.63         122.09         
5540000        1058327.98     130.89         131.17         135.01         116.78         126.28         118.10         131.45         
5550000        1058958.00     122.99         129.97         124.88         119.64         125.30         116.64         123.42         
5560000        1011371.32     116.71         137.25         118.18         191.03         126.91         110.77         117.41         
5570000        918188.69      121.11         132.56         111.26         125.58         130.61         116.71         124.81         
5580000        1066638.33     130.54         131.66         118.11         125.93         133.33         112.94         121.67         
5590000        1027962.08     117.06         131.66         111.68         126.35         123.83         110.77         130.89         
5600000        1072746.94     123.90         128.30         115.52         126.28         128.10         110.07         119.93         
5610000        1072472.43     124.74         129.77         112.17         118.60         129.35         109.59         119.85         
5620000        1005259.56     128.44         131.45         112.66         114.89         120.83         113.64         119.22         
5630000        1078140.29     121.46         127.54         112.94         125.92         119.36         111.96         135.71         
5640000        1066840.58     118.18         142.20         117.20         124.18         120.76         109.72         133.26         
5650000        1095724.07     126.56         129.07         130.47         132.71         124.25         109.09         118.03         
5660000        1064401.99     124.39         132.01         117.83         119.72         122.23         112.66         137.87         
5670000        1077131.53     125.65         135.64         115.80         128.58         123.70         117.13         126.63         
5680000        1085747.71     117.69         130.48         117.55         123.27         124.74         131.66         125.65         
5690000        549530.93      126.15         132.15         125.09         120.55         122.72         132.22         126.69         
5700000        453838.05      140.46         130.26         125.93         117.47         121.60         121.74         127.12         
5710000        993153.30      129.14         130.12         121.95         120.27         114.61         118.66         121.04         
5720000        1110362.28     134.45         134.94         117.34         119.71         117.55         117.55         125.93         
5730000        1065589.16     135.71         130.54         129.56         128.79         118.18         119.01         120.69         
5740000        1096021.59     135.49         133.05         120.20         123.55         134.10         123.69         121.39         
5750000        1095633.95     124.39         130.68         121.67         133.75         120.69         119.51         114.89         
5760000        1097716.96     118.10         136.05         117.12         131.66         123.41         113.36         115.10         
5770000        998440.80      123.98         134.45         128.09         117.62         121.81         125.37         119.15         
5780000        948046.66      131.73         129.00         117.97         112.17         128.16         122.85         111.40         
5790000        1030629.08     121.25         129.98         120.27         133.33         127.26         123.07         109.02         
5800000        1079717.25     117.97         128.23         116.57         120.14         118.60         116.92         111.05         
5810000        491709.82      119.78         128.73         128.72         123.83         125.23         115.31         108.05         
5820000        621116.17      208.13         132.50         122.30         130.89         116.85         128.30         114.26         
5830000        973060.10      119.78         132.84         117.83         120.13         118.81         117.62         117.06         
5840000        1076657.68     117.41         131.73         122.09         128.16         121.04         120.62         120.76         
5850000        1107787.87     116.43         125.86         119.64         124.95         124.81         119.09         115.24         
5860000        1119050.58     119.43         129.84         118.32         112.24         129.42         129.56         118.45         
5870000        1111577.31     121.18         135.01         118.60         113.42         121.25         121.95         120.07         
5880000        1034502.49     123.00         130.89         122.71         117.76         126.90         116.92         120.27         
5890000        1123483.42     120.42         127.75         136.61         118.80         118.25         120.83         116.92         
5900000        1125423.93     118.04         130.61         124.74         114.26         134.66         136.40         121.46         
5910000        988103.18      119.92         126.97         116.51         117.13         122.02         119.71         123.62         
5920000        695113.18      123.69         132.14         121.39         125.87         126.49         121.74         116.57         
5930000        1132990.11     125.30         132.77         115.52         117.55         119.64         117.55         117.20         
5940000        830517.19      126.56         126.00         117.76         135.36         136.40         121.88         118.25         
5950000        748328.49      124.25         140.39         123.69         127.05         130.61         118.74         132.77         
5960000        705975.66      121.11         130.75         117.76         137.03         132.07         121.11         115.59         
5970000        615817.54      123.97         134.45         117.69         132.84         119.78         118.66         118.18         
5980000        1139470.55     131.24         130.61         123.55         120.34         206.39         126.63         121.04         
5990000        1151639.95     120.76         131.80         123.28         119.15         131.45         125.72         114.96         
6000000        1145668.07     124.74         130.40         120.55         133.47         129.63         124.39         116.85         
6010000        960670.71      120.62         129.56         120.20         121.88         131.80         121.11         121.04         
6020000        1022422.36     129.08         128.37         122.02         127.40         110.15         121.95         119.43         
6030000        996561.23      127.19         136.55         120.06         118.74         114.61         132.49         121.74         
6040000        1023183.07     122.72         131.03         122.65         128.66         113.36         118.94         118.95         
6050000        1151088.47     121.60         130.05         119.01         118.94         113.57         117.83         118.87         
6060000        920854.24      128.65         130.12         130.47         123.55         125.23         120.90         122.72         
6070000        1165412.68     121.60         128.66         125.30         117.34         118.11         127.81         124.67         
6080000        1167322.97     120.06         132.00         121.60         120.55         115.52         118.88         118.94         
6090000        1169365.47     119.01         132.29         121.46         121.39         119.08         125.16         123.97         
6100000        1031590.67     128.94         128.30         119.08         117.47         137.45         123.97         122.58         
6110000        808962.77      122.86         129.14         114.96         120.83         117.48         126.56         118.80         
6120000        1168881.69     122.65         133.68         118.32         128.16         125.23         123.20         131.38         
6130000        1170756.70     123.27         147.09         118.46         121.81         121.88         126.49         123.48         
6140000        1172612.78     126.77         134.80         121.67         120.62         118.10         134.73         122.93         
6150000        1174788.68     119.78         136.48         119.23         119.23         124.25         134.80         122.99         
6160000        1176197.31     124.11         138.16         116.22         133.33         125.37         139.13         124.25         
6170000        1165368.02     124.12         136.33         117.06         122.23         122.23         128.02         124.67         
6180000        641056.90      135.64         142.90         121.81         118.04         118.18         123.07         117.97         
6190000        1207385.86     124.12         135.35         122.01         118.74         115.24         139.13         115.24         
6200000        1065864.03     119.29         131.45         129.63         127.95         117.34         123.13         125.16         
6210000        500252.93      124.25         135.64         125.58         124.26         127.82         116.92         117.76         
6220000        638925.10      115.73         139.76         147.23         120.55         134.59         116.08         117.13         
6230000        611810.28      133.40         130.05         120.69         117.89         127.18         132.22         115.74         
6240000        1201151.82     124.33         122.30         115.10         118.95         127.54         124.33         117.97         
6250000        993602.51      131.17         119.92         120.48         123.63         128.45         109.51         118.11         
6260000        1200226.90     129.35         116.71         133.33         117.62         133.54         109.45         118.59         
6270000        639213.47      132.77         124.04         119.02         120.62         121.81         120.48         121.95         
6280000        512600.83      125.23         131.94         119.57         130.26         120.41         123.27         123.77         
6290000        513898.80      145.42         138.43         120.77         126.97         120.41         111.83         120.48         
6300000        623740.58      132.64         133.82         130.26         132.91         129.63         109.94         116.29         
6310000        1008818.59     120.28         133.61         119.85         116.15         122.72         120.55         125.66         
6320000        1104933.53     119.85         133.12         115.31         114.97         116.92         111.89         125.51         
6330000        1059411.55     123.90         135.15         113.84         117.96         120.06         123.28         115.95         
6340000        1092385.80     129.84         129.57         117.27         121.04         114.12         123.28         114.96         
6350000        901786.86      123.21         132.36         127.81         120.13         119.22         120.41         117.90         
6360000        1237074.94     124.32         128.23         123.97         126.28         125.51         121.53         122.99         
6370000        1232193.46     125.37         129.98         112.59         126.91         116.85         118.66         130.33         
6380000        1222716.72     122.71         129.77         113.99         128.09         127.61         116.22         128.58         
6390000        1223855.93     123.07         132.77         122.92         118.04         118.66         120.48         133.90         
6400000        1226190.36     121.46         133.06         112.87         129.14         119.85         119.02         136.76         
6410000        1248540.45     121.60         136.55         113.08         124.39         117.83         121.53         122.23         
6420000        1249834.31     135.43         140.66         112.17         133.06         116.92         120.41         125.23         
6430000        1253365.31     119.71         134.17         127.75         128.86         121.80         118.24         113.64         
6440000        1200405.90     116.85         132.84         114.82         127.82         122.58         137.52         111.61         
6450000        1254037.78     126.42         132.91         115.66         113.08         119.36         120.13         110.91         
6460000        1258232.22     136.34         141.64         114.96         112.38         120.55         121.32         109.58         
6470000        1261661.82     111.82         129.90         115.32         118.18         127.95         129.49         109.65         
6480000        999688.23      119.15         129.98         117.13         116.78         118.53         128.52         110.90         
6490000        743732.73      118.59         129.71         117.41         130.68         125.44         129.14         117.83         
6500000        1261544.30     118.74         138.64         113.77         115.94         125.51         123.62         109.03         
6510000        1263184.83     119.78         129.22         114.12         119.51         125.16         126.07         107.21         
6520000        1264702.33     123.13         194.80         128.87         125.58         122.23         123.00         107.35         
6530000        1269416.64     119.99         143.39         122.44         128.93         125.65         118.38         115.24         
6540000        944766.74      123.41         130.54         127.11         120.13         120.20         123.42         114.19         
6550000        509842.69      124.60         135.15         123.70         117.90         122.58         135.22         112.17         
6560000        526671.83      117.20         131.31         125.37         118.18         121.32         120.76         107.07         
6570000        543866.52      122.58         135.71         117.06         130.88         125.37         116.15         121.04         
6580000        1115561.96     125.09         133.20         122.71         119.43         123.06         116.22         128.09         
6590000        1256261.90     136.06         132.49         116.78         117.48         131.24         119.22         131.59         
6600000        1256196.82     122.93         132.01         123.42         117.20         123.14         118.31         126.07         
6610000        1264227.61     124.67         141.92         122.43         130.26         126.14         121.18         118.60         
6620000        1265043.48     122.44         128.86         121.11         123.69         134.52         119.99         124.12         
6630000        1206374.61     134.87         129.35         119.71         119.50         125.24         121.39         116.29         
6640000        1083683.33     126.84         131.24         123.42         122.92         137.10         123.28         121.95         
6650000        1104938.33     123.14         130.05         120.97         132.43         132.98         120.70         132.71         
6660000        1266713.79     123.27         132.92         122.65         119.71         114.05         117.20         116.57         
6670000        1187514.54     124.11         130.96         118.11         116.85         122.23         128.65         116.15         
6680000        1280002.39     124.25         127.33         123.63         113.43         126.84         131.45         117.83         
6690000        1282156.90     126.84         140.68         122.58         113.43         119.64         125.16         117.48         
6700000        1284339.26     125.79         130.12         120.83         115.88         125.93         120.27         127.68         
6710000        1285461.99     124.39         131.03         121.25         113.42         122.30         117.20         118.88         
6720000        1281308.42     118.24         133.47         124.39         126.35         125.93         131.38         119.99         
6730000        1284057.25     124.40         131.94         123.62         119.15         119.16         124.05         123.48         
6740000        1285677.44     122.64         133.05         121.32         127.61         117.13         118.03         116.64         
6750000        1247915.96     127.82         131.66         121.74         114.75         126.14         117.90         116.64         
6760000        1148723.09     119.29         131.59         125.16         120.27         113.50         123.28         119.44         
6770000        893821.25      121.11         132.15         123.21         121.46         112.17         123.27         120.27         
6780000        934311.59      125.93         134.45         123.48         122.64         115.17         120.55         123.98         
6790000        1203553.01     124.53         129.98         119.57         122.02         112.17         127.75         124.82         
6800000        1285968.17     123.70         134.59         120.48         121.67         120.55         149.05         120.27         
6810000        1295493.00     122.51         132.63         121.60         126.28         115.66         128.93         122.78         
6820000        1221400.75     119.37         143.18         125.86         129.56         112.87         135.08         117.55         
6830000        1300198.76     116.15         135.01         184.04         122.09         113.22         125.02         113.85         
6840000        1309646.95     126.21         143.25         135.84         125.79         115.87         127.40         119.57         
6850000        1312493.15     121.32         133.54         127.11         124.25         112.87         119.01         117.90         
6860000        1065784.42     120.97         116.85         132.15         124.46         114.68         111.26         126.14         
6870000        1154897.82     129.21         116.99         135.15         121.88         115.45         111.05         118.04         
6880000        1317100.47     118.53         116.64         128.51         123.07         129.15         114.06         120.06         
6890000        1275531.34     129.28         116.57         132.99         123.76         119.85         111.33         121.60         
6900000        1053694.40     135.08         135.99         130.96         133.61         123.83         108.46         122.30         
6910000        1057838.40     146.39         136.48         120.48         120.55         122.58         109.52         119.57         
6920000        1320249.68     132.77         141.78         115.38         125.02         129.98         112.65         129.56         
6930000        1253604.46     133.33         135.01         115.52         125.37         123.56         111.68         121.53         
6940000        1288635.42     141.85         135.36         121.74         117.34         121.95         119.50         131.94         
6950000        1320558.75     125.65         127.47         126.14         118.74         121.60         117.12         123.42         
6960000        1104445.01     113.08         135.01         140.74         123.84         124.19         123.97         116.01         
6970000        1111016.29     121.32         132.21         116.64         123.76         121.11         128.80         124.32         
6980000        1003649.54     118.60         131.51         112.94         138.43         123.56         120.06         124.26         
6990000        1239442.61     129.77         135.22         111.89         126.70         117.41         120.97         116.71         
7000000        1166958.20     116.99         142.14         119.36         117.13         129.70         126.70         130.05         
7010000        1342848.84     119.93         126.00         113.15         120.83         119.37         126.35         133.89         
7020000        1256281.56     116.15         131.80         112.38         135.01         124.39         121.11         117.41         
7030000        1217992.02     128.45         134.72         112.52         120.76         122.51         126.49         123.69         
7040000        1281779.65     122.58         139.83         112.80         122.23         121.88         133.75         128.02         
7050000        1369722.84     117.48         131.38         127.32         123.90         115.80         130.82         124.88         
7060000        1372750.10     117.27         132.01         112.80         125.51         124.46         120.20         126.98         
7070000        1375576.45     125.37         129.21         112.25         122.72         116.01         122.65         123.91         
7080000        1369784.52     121.60         137.11         112.24         126.14         122.15         118.66         121.95         
7090000        1354085.30     114.19         133.47         115.59         126.70         123.21         132.43         119.43         
7100000        1355399.96     113.92         127.33         128.02         128.45         124.68         120.13         138.15         
7110000        1357849.36     116.99         134.52         125.09         125.86         124.25         115.94         125.30         
7120000        1360595.75     114.69         129.70         119.64         131.44         123.84         121.32         118.73         
7130000        1361678.69     113.01         131.31         131.31         121.04         120.55         135.29         112.38         
7140000        1363817.56     112.80         131.59         122.65         113.07         118.87         121.74         109.86         
7150000        1366248.91     113.99         128.87         121.46         127.40         118.94         120.69         113.99         
